customer_id,age,income,past_purchases,membership_years,avg_order_value,last_login_days_ago,converted,region_East,region_North,region_South,region_Unknown,region_West,channel_ads,channel_email,channel_organic,channel_partner,channel_referral,notes_Frequent returns,notes_High engagement,notes_Late payer,notes_Unknown,notes_VIP client
CUST_1025,67.0,90705.39,4,3,157.82,52,1,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
CUST_1026,73.0,112217.27,3,7,137.5,22,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
CUST_1027,21.0,65244.19,5,8,105.81,258,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
CUST_1028,20.0,92308.53,7,9,139.19,90,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
CUST_1029,47.0,70686.395,5,6,122.93,246,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
CUST_1030,57.0,83858.68,4,3,120.09,348,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
CUST_1031,20.0,57901.9,4,8,181.27,348,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
CUST_1032,38.0,47066.96,5,7,122.75,327,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
CUST_1033,65.0,44498.92,5,0,73.27,238,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
CUST_1034,74.0,53089.07,13,5,93.48,333,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
CUST_1035,66.0,80042.16,6,8,136.76,152,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
CUST_1036,25.0,91023.73,4,9,105.54,125,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
CUST_1037,59.0,80086.72,5,4,145.73,69,1,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
CUST_1038,53.0,58276.12,4,1,23.49,262,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
CUST_1039,46.0,117149.25,4,4,68.24,335,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
CUST_1040,70.0,109971.64,4,5,105.76,49,1,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
CUST_1041,56.0,63150.0,9,4,49.27,217,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
CUST_1042,51.0,51414.21,6,0,119.21,293,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
CUST_1043,39.0,75255.37,7,6,184.65,56,1,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
CUST_1044,72.0,103682.47,6,4,106.46,149,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
CUST_1045,48.0,80319.12,4,2,151.16,295,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
CUST_1046,45.0,85913.72,7,8,122.66,349,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
CUST_1047,52.0,66698.0,6,3,165.29,27,1,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
CUST_1048,51.0,83406.77,7,7,101.89,269,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
CUST_1049,30.0,110613.61,4,2,146.19,48,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
CUST_1050,58.0,66008.28,5,4,24.97,63,1,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
CUST_1051,21.0,75582.69,8,5,91.7,278,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
CUST_1052,60.0,78345.41,3,1,158.2,69,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
CUST_1053,23.0,79093.13,5,3,173.67,241,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
CUST_1054,47.0,70686.395,6,5,122.93,144,1,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
CUST_1055,29.0,25078.28,2,5,71.24,178,1,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
CUST_1056,52.0,46508.62,6,1,150.23,301,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
CUST_1057,28.0,76198.56,5,7,149.72,318,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
CUST_1058,40.0,85846.4,5,4,110.79,289,1,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
CUST_1059,31.0,58733.14,11,3,143.77,69,1,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
CUST_1060,36.0,106431.44,5,3,76.34,121,1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
CUST_1061,54.0,68420.6,9,4,112.25,311,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
CUST_1062,33.0,72507.9,5,5,66.94,322,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
CUST_1063,61.0,67150.9,7,8,105.55,50,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
CUST_1064,45.0,75350.67,2,2,127.28,232,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
CUST_1065,62.0,89611.85,6,3,161.15,106,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
CUST_1066,48.0,88641.34,4,0,131.61,66,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
CUST_1067,70.0,49539.43,5,4,104.94,100,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
CUST_1068,24.0,110091.59,3,9,134.26,136,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
CUST_1069,63.0,44624.34,6,8,101.81,207,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
CUST_1070,69.0,73980.68,3,0,106.95,58,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
CUST_1071,44.0,65140.09,4,9,40.48,253,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
CUST_1072,34.0,45775.21,6,8,72.85,297,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
CUST_1073,24.0,70121.99,7,0,102.75,221,1,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
CUST_1074,32.0,53479.66,9,2,69.38,139,1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
CUST_1075,70.0,73822.68,1,1,139.3,35,1,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
CUST_1076,57.0,82077.15,6,6,190.18,291,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
CUST_1077,29.0,108798.23,8,7,150.16,210,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
CUST_1078,72.0,79684.61,5,7,139.17,244,1,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
CUST_1079,25.0,56719.37,3,6,84.26,71,1,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
CUST_1080,19.0,62209.5,7,7,89.75,178,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
CUST_1081,61.0,75499.45,9,7,155.58,115,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
CUST_1082,55.0,74336.52,2,8,147.15,354,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
CUST_1083,73.0,108489.73,3,9,91.09,336,1,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
CUST_1084,43.0,106883.82,5,7,161.25,63,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
CUST_1085,47.0,70686.395,12,0,122.93,183,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
CUST_1086,38.0,58283.95,2,1,40.2,286,1,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
CUST_1087,74.0,8073.63,3,4,82.3,70,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
CUST_1088,67.0,58276.99,3,0,127.91,103,0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
CUST_1089,30.0,47548.56,3,3,117.76,185,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
CUST_1090,36.0,63129.39,3,3,101.24,205,1,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
CUST_1091,35.0,81789.61,1,3,140.32,88,0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
CUST_1092,19.0,76429.81,9,9,198.39,207,1,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
CUST_1093,69.0,71250.8,3,5,170.24,233,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
CUST_1094,62.0,76989.55,6,5,136.39,178,0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
CUST_1095,71.0,68847.06,6,4,107.8,225,1,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
CUST_1096,59.0,76925.47,6,6,129.19,14,1,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
CUST_1097,66.0,-8776.38,2,3,122.68,323,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
CUST_1098,74.0,65267.66,4,9,131.94,140,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
CUST_1099,45.0,69228.73,4,2,137.75,343,1,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
CUST_1100,67.0,63468.46,3,1,120.75,183,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
CUST_1101,40.0,66551.34,5,9,193.21,244,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
CUST_1102,21.0,89582.75,0,4,115.45,149,1,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
CUST_1103,21.0,57047.37,3,0,127.83,161,1,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
CUST_1104,29.0,127017.55,3,6,110.39,333,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
CUST_1105,39.0,89207.42,4,8,141.84,133,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
CUST_1106,43.0,71842.32,4,1,134.33,352,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
CUST_1107,57.0,66833.44,1,2,155.64,93,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
CUST_1108,59.0,69836.94,8,1,90.23,277,1,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
CUST_1109,52.0,49117.32,4,4,126.19,44,0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
CUST_1110,21.0,69619.94,4,9,137.36,53,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
CUST_1111,29.0,78967.09,5,1,159.44,284,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
CUST_1112,47.0,70686.395,5,4,122.93,318,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
CUST_1113,69.0,86492.24,1,6,52.43,8,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
CUST_1114,74.0,65128.06,4,6,94.21,342,1,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
CUST_1115,48.0,36597.94,2,0,143.06,342,0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
CUST_1116,24.0,55272.43,5,9,144.97,335,1,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
CUST_1117,27.0,112304.83,4,1,151.47,103,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
CUST_1118,41.0,94401.46,1,2,176.93,14,0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
CUST_1119,32.0,81240.49,7,8,131.57,202,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
CUST_1120,56.0,52967.64,3,7,165.63,140,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
CUST_1121,37.0,72091.13,4,0,202.16,295,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
CUST_1122,24.0,40608.28,4,4,122.37,30,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
CUST_1123,30.0,58201.58,2,3,135.57,58,0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
CUST_1124,72.0,65869.92,4,5,-5.85,29,1,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
CUST_1125,45.0,62959.0,3,4,158.18,300,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
CUST_1126,56.0,95915.05,5,7,205.42,48,1,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
CUST_1127,35.0,36531.85,5,4,56.5,62,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
CUST_1128,64.0,50364.19,3,0,111.77,203,1,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
CUST_1129,28.0,37632.8,6,7,125.1,330,1,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
CUST_1130,53.0,41066.17,5,3,153.64,252,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
CUST_1131,70.0,75101.4,10,8,159.49,314,1,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
CUST_1132,53.0,31988.99,4,9,105.63,254,0,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False
CUST_1133,19.0,90846.72,2,5,100.48,186,1,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
CUST_1134,65.0,65829.61,8,9,79.97,246,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
CUST_1135,63.0,73719.71,2,2,112.58,265,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
CUST_1136,34.0,80064.42,0,3,150.06,321,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
CUST_1137,23.0,61145.84,2,3,180.72,160,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
CUST_1138,58.0,97811.99,1,4,81.94,234,1,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
CUST_1139,63.0,67141.43,2,9,136.96,181,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
CUST_1140,40.0,86851.76,4,7,191.01,122,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
CUST_1141,64.0,67022.19,2,1,126.64,158,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
CUST_1142,33.0,79271.86,2,8,86.55,132,1,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
CUST_1143,58.0,78991.57,5,1,108.78,234,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
CUST_1144,43.0,78249.25,6,6,125.68,303,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
CUST_1145,63.0,47642.3,8,0,188.66,346,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
CUST_1146,67.0,82896.89,3,0,119.22,358,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
CUST_1147,18.0,64026.08,6,0,92.85,194,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
CUST_1148,53.0,87762.2,6,9,180.19,276,1,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
CUST_1149,47.0,18187.66,9,7,120.35,187,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
CUST_1150,19.0,35372.09,6,3,4.93,261,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
CUST_1151,37.0,81086.14,1,4,93.02,240,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
CUST_1152,22.0,118573.19,5,4,72.31,176,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
CUST_1153,48.0,92876.47,2,8,158.37,363,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
CUST_1154,25.0,54938.73,4,3,91.1,30,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
CUST_1155,47.0,29698.69,7,6,140.11,294,1,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
CUST_1156,56.0,90567.16,5,1,93.69,81,1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
CUST_1157,19.0,69985.42,9,1,134.58,191,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
CUST_1158,70.0,86767.61,4,6,139.75,280,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
CUST_1159,30.0,74882.47,4,4,134.05,312,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
CUST_1160,21.0,72741.07,6,8,123.54,339,1,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
CUST_1161,62.0,145965.64,7,9,131.51,98,1,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
CUST_1162,69.0,71846.75,4,3,112.98,124,0,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
CUST_1163,25.0,68018.87,7,3,110.62,302,1,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
CUST_1164,56.0,68963.78,2,9,142.06,119,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
CUST_1165,42.0,57411.58,2,3,103.3,307,0,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
CUST_1166,24.0,96753.32,2,6,153.72,274,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
CUST_1167,31.0,63156.14,6,6,106.84,306,1,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
CUST_1168,46.0,87898.57,6,4,87.27,45,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
CUST_1169,62.0,79115.08,11,6,153.23,82,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
CUST_1170,38.0,102474.65,3,9,154.12,0,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
CUST_1171,54.0,82504.49,3,7,114.39,305,1,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
CUST_1172,73.0,41665.38,4,8,189.74,214,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
CUST_1173,66.0,38837.81,5,0,196.65,227,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
CUST_1174,50.0,107209.23,5,7,133.68,231,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
CUST_1175,58.0,56782.23,5,1,118.33,199,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
CUST_1176,42.0,38984.94,7,5,131.5,192,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
CUST_1177,70.0,55259.54,7,7,112.15,228,1,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
CUST_1178,63.0,103615.63,4,7,113.23,337,1,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
CUST_1179,31.0,36494.68,7,7,63.49,161,0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
CUST_1180,26.0,50337.62,5,0,105.26,204,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
CUST_1181,32.0,55329.81,6,1,177.25,64,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
CUST_1182,47.0,70686.395,2,9,122.93,104,0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
CUST_1183,19.0,42391.82,5,4,106.0,209,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
CUST_1184,48.0,34047.3,6,1,42.67,242,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
CUST_1185,24.0,60470.31,5,1,181.81,270,1,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
CUST_1186,58.0,63127.28,9,8,166.15,314,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
CUST_1187,73.0,54936.55,1,6,135.9,133,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
CUST_1188,28.0,30657.55,3,6,79.7,88,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
CUST_1189,30.0,103333.4,5,7,97.42,86,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
CUST_1190,30.0,38773.03,5,6,98.53,98,1,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
CUST_1191,43.0,78950.84,4,9,70.29,312,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
CUST_1192,60.0,45130.84,6,1,113.95,349,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
CUST_1193,47.0,70686.395,4,2,122.93,339,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
CUST_1194,25.0,95895.81,4,6,120.61,169,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
CUST_1195,31.0,50059.66,5,5,134.02,50,0,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
CUST_1196,62.0,23907.11,5,1,106.38,200,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
CUST_1197,19.0,89394.68,9,0,98.82,62,1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
CUST_1198,73.0,118895.01,6,1,175.58,140,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
CUST_1199,47.0,70686.395,4,2,122.93,153,1,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
